date,ticker,name,sector,close,volume
2022-01-05,AVGO,Broadcom,Technology,64.35,12494319
2022-01-05,CRM,Salesforce,Technology,255.0,5927055
2022-01-05,GOOGL,Alphabet,Communication Svcs.,147.79,37397732
2022-01-05,IBM,IBM,Technology,136.51,5804473
2022-01-05,INTC,Intel,Technology,51.17,31609564
2022-01-05,META,Meta Platforms,Communication Svcs.,361.91,20211874
2022-01-05,MSFT,Microsoft,Technology,334.31,31163900
2022-01-05,NFLX,Netflix,Communication Svcs.,593.15,4955415
2022-01-05,NVDA,NVIDIA,Technology,28.72,400262766
2022-01-05,ORCL,Oracle,Technology,88.89,15045749
2022-01-05,QCOM,Qualcomm,Technology,187.39,7104358
2022-01-05,TSLA,Tesla,Cons. Discretionary,375.71,77138102
2022-01-06,AAPL,Apple,Technology,186.33,48816018
2022-01-06,AMD,AMD,Technology,147.46,21630723
2022-01-06,AMZN,Amazon,Cons. Discretionary,158.36,82540195
2022-01-06,AVGO,Broadcom,Technology,68.08,19824785
2022-01-06,CRM,Salesforce,Technology,259.43,3578286
2022-01-06,GOOGL,Alphabet,Communication Svcs.,143.7,20684398
2022-01-06,IBM,IBM,Technology,136.93,3556976
2022-01-06,INTC,Intel,Technology,51.44,25915906
2022-01-06,META,Meta Platforms,Communication Svcs.,348.78,26498977
2022-01-06,MSFT,Microsoft,Technology,334.19,30959360
2022-01-06,NFLX,Netflix,Communication Svcs.,624.88,5424094
2022-01-06,NVDA,NVIDIA,Technology,28.06,778644421
2022-01-06,ORCL,Oracle,Technology,86.86,17504398
2022-01-06,QCOM,Qualcomm,Technology,184.53,8382379
2022-01-06,TSLA,Tesla,Cons. Discretionary,377.78,90196258
2022-01-07,AAPL,Apple,Technology,183.16,83034751
2022-01-07,AMD,AMD,Technology,145.49,49487780
2022-01-07,AMZN,Amazon,Cons. Discretionary,156.7,48231467
2022-01-07,AVGO,Broadcom,Technology,65.43,30461551
2022-01-07,CRM,Salesforce,Technology,254.87,5876650
2022-01-07,GOOGL,Alphabet,Communication Svcs.,144.91,23551966
2022-01-07,IBM,IBM,Technology,139.36,2761381
2022-01-07,INTC,Intel,Technology,50.77,48444913
2022-01-07,META,Meta Platforms,Communication Svcs.,350.57,17141210
2022-01-07,MSFT,Microsoft,Technology,328.01,36056996
2022-01-07,NFLX,Netflix,Communication Svcs.,618.22,5741206
2022-01-07,NVDA,NVIDIA,Technology,29.56,426329324
2022-01-07,ORCL,Oracle,Technology,86.59,11597567
2022-01-07,QCOM,Qualcomm,Technology,182.24,6758882
2022-01-07,TSLA,Tesla,Cons. Discretionary,379.15,109217145
2022-01-10,AAPL,Apple,Technology,186.74,72799399
2022-01-10,AMD,AMD,Technology,138.37,47529687
2022-01-10,AMZN,Amazon,Cons. Discretionary,158.02,44586590
2022-01-10,AVGO,Broadcom,Technology,66.47,19972863
2022-01-10,CRM,Salesforce,Technology,254.58,4555328
2022-01-10,GOOGL,Alphabet,Communication Svcs.,141.35,27317365
2022-01-10,IBM,IBM,Technology,140.54,4077498
2022-01-10,INTC,Intel,Technology,49.7,31494419
2022-01-10,META,Meta Platforms,Communication Svcs.,353.19,15831341
2022-01-10,MSFT,Microsoft,Technology,325.61,30984639
2022-01-10,NFLX,Netflix,Communication Svcs.,652.61,3867124
2022-01-10,NVDA,NVIDIA,Technology,28.36,509150663
2022-01-10,ORCL,Oracle,Technology,88.59,6629831
2022-01-10,QCOM,Qualcomm,Technology,180.87,4810282
2022-01-10,TSLA,Tesla,Cons. Discretionary,381.22,93526022
2022-01-11,AAPL,Apple,Technology,189.53,46152918
2022-01-11,AMD,AMD,Technology,131.67,37697200
2022-01-11,AMZN,Amazon,Cons. Discretionary,150.62,72120729
2022-01-11,AVGO,Broadcom,Technology,67.84,25272021
2022-01-11,CRM,Salesforce,Technology,258.49,5678458
2022-01-11,GOOGL,Alphabet,Communication Svcs.,143.43,24780232
2022-01-11,IBM,IBM,Technology,137.26,2651357
2022-01-11,INTC,Intel,Technology,48.93,19376322
2022-01-11,META,Meta Platforms,Communication Svcs.,341.99,22860914
2022-01-11,MSFT,Microsoft,Technology,322.79,26634846
2022-01-11,NFLX,Netflix,Communication Svcs.,650.51,5944757
2022-01-11,NVDA,NVIDIA,Technology,28.94,372728796
2022-01-11,ORCL,Oracle,Technology,87.88,13737767
2022-01-11,QCOM,Qualcomm,Technology,180.38,7795942
2022-01-11,TSLA,Tesla,Cons. Discretionary,394.29,85889025
2022-01-12,AAPL,Apple,Technology,189.0,84158682
2022-01-12,AMD,AMD,Technology,139.11,49804875
2022-01-12,AMZN,Amazon,Cons. Discretionary,154.53,61653873
2022-01-12,AVGO,Broadcom,Technology,66.12,21668925
2022-01-12,CRM,Salesforce,Technology,257.46,6436817
2022-01-12,GOOGL,Alphabet,Communication Svcs.,143.84,23528408
2022-01-12,IBM,IBM,Technology,132.57,3466139
2022-01-12,INTC,Intel,Technology,49.58,36443056
2022-01-12,META,Meta Platforms,Communication Svcs.,332.79,16411848
2022-01-12,MSFT,Microsoft,Technology,324.96,30047761
2022-01-12,NFLX,Netflix,Communication Svcs.,617.71,6138576
2022-01-12,NVDA,NVIDIA,Technology,28.78,485017651
2022-01-12,ORCL,Oracle,Technology,87.36,10076321
2022-01-12,QCOM,Qualcomm,Technology,184.98,7084483
2022-01-12,TSLA,Tesla,Cons. Discretionary,391.27,83623328
2022-01-13,AAPL,Apple,Technology,188.41,73278419
2022-01-13,AMD,AMD,Technology,142.25,30576098
2022-01-13,AMZN,Amazon,Cons. Discretionary,149.59,63179516
2022-01-13,AVGO,Broadcom,Technology,64.15,26930876
2022-01-13,CRM,Salesforce,Technology,268.34,7340760
2022-01-13,GOOGL,Alphabet,Communication Svcs.,142.75,37280883
2022-01-13,IBM,IBM,Technology,133.93,4257791
2022-01-13,INTC,Intel,Technology,49.05,33773275
2022-01-13,META,Meta Platforms,Communication Svcs.,340.17,26516225
2022-01-13,MSFT,Microsoft,Technology,323.59,27724864
2022-01-13,NFLX,Netflix,Communication Svcs.,599.76,8292848
2022-01-13,NVDA,NVIDIA,Technology,29.29,488257145
2022-01-13,ORCL,Oracle,Technology,87.82,8506040
2022-01-13,QCOM,Qualcomm,Technology,185.46,9954065
2022-01-13,TSLA,Tesla,Cons. Discretionary,382.29,120484432
2022-01-14,AAPL,Apple,Technology,190.81,58193785
2022-01-14,AMD,AMD,Technology,146.67,35009727
2022-01-14,AMZN,Amazon,Cons. Discretionary,146.59,57425252
2022-01-14,AVGO,Broadcom,Technology,68.05,35062692
2022-01-14,CRM,Salesforce,Technology,276.51,5710311
2022-01-14,GOOGL,Alphabet,Communication Svcs.,141.66,26530680
2022-01-14,IBM,IBM,Technology,132.89,6065924
2022-01-14,INTC,Intel,Technology,49.26,38895003
2022-01-14,META,Meta Platforms,Communication Svcs.,336.36,26807724
2022-01-14,MSFT,Microsoft,Technology,323.47,26484140
2022-01-14,NFLX,Netflix,Communication Svcs.,593.31,4383476
2022-01-14,NVDA,NVIDIA,Technology,29.55,528875761
2022-01-14,ORCL,Oracle,Technology,89.14,6344378
2022-01-14,QCOM,Qualcomm,Technology,188.3,8801202
2022-01-14,TSLA,Tesla,Cons. Discretionary,368.68,74914463
2022-01-17,AAPL,Apple,Technology,192.81,67963160
2022-01-17,AMD,AMD,Technology,149.13,53688511
2022-01-17,AMZN,Amazon,Cons. Discretionary,149.85,71508928
2022-01-17,AVGO,Broadcom,Technology,69.25,17211804
2022-01-17,CRM,Salesforce,Technology,282.45,5318759
2022-01-17,GOOGL,Alphabet,Communication Svcs.,137.87,18731589
2022-01-17,IBM,IBM,Technology,130.06,3701315
2022-01-17,INTC,Intel,Technology,49.23,43359346
2022-01-17,META,Meta Platforms,Communication Svcs.,326.78,20675668
2022-01-17,MSFT,Microsoft,Technology,324.82,27765427
2022-01-17,NFLX,Netflix,Communication Svcs.,585.2,4621722
2022-01-17,NVDA,NVIDIA,Technology,28.56,447531044
2022-01-17,ORCL,Oracle,Technology,87.8,13443133
2022-01-17,QCOM,Qualcomm,Technology,191.46,7223513
2022-01-17,TSLA,Tesla,Cons. Discretionary,368.61,87019255
2022-01-18,AAPL,Apple,Technology,195.65,55625233
2022-01-18,AMD,AMD,Technology,140.54,51069269
2022-01-18,AMZN,Amazon,Cons. Discretionary,149.64,81694933
2022-01-18,AVGO,Broadcom,Technology,67.74,25800559
2022-01-18,CRM,Salesforce,Technology,279.03,3534007
2022-01-18,GOOGL,Alphabet,Communication Svcs.,138.84,20506502
2022-01-18,IBM,IBM,Technology,131.18,4557606
2022-01-18,INTC,Intel,Technology,49.21,31427222
2022-01-18,META,Meta Platforms,Communication Svcs.,316.23,19071697
2022-01-18,MSFT,Microsoft,Technology,325.65,24293920
2022-01-18,NFLX,Netflix,Communication Svcs.,566.96,6200385
2022-01-18,NVDA,NVIDIA,Technology,27.35,800223356
2022-01-18,ORCL,Oracle,Technology,88.26,18449874
2022-01-18,QCOM,Qualcomm,Technology,189.58,8865046
2022-01-18,TSLA,Tesla,Cons. Discretionary,357.15,56122716
2022-01-19,AAPL,Apple,Technology,195.82,51364071
2022-01-19,AMD,AMD,Technology,142.67,50532443
2022-01-19,AMZN,Amazon,Cons. Discretionary,150.59,32068601
2022-01-19,AVGO,Broadcom,Technology,70.41,27295256
2022-01-19,CRM,Salesforce,Technology,269.06,5572798
2022-01-19,GOOGL,Alphabet,Communication Svcs.,137.71,18343973
2022-01-19,IBM,IBM,Technology,129.0,5492408
2022-01-19,INTC,Intel,Technology,49.19,39825225
2022-01-19,META,Meta Platforms,Communication Svcs.,316.03,20257065
2022-01-19,MSFT,Microsoft,Technology,324.18,21925156
2022-01-19,NFLX,Netflix,Communication Svcs.,560.09,6031181
2022-01-19,NVDA,NVIDIA,Technology,27.89,375135906
2022-01-19,ORCL,Oracle,Technology,89.45,6007689
2022-01-19,QCOM,Qualcomm,Technology,185.26,9050050
2022-01-19,TSLA,Tesla,Cons. Discretionary,353.05,110116012
2022-01-20,AAPL,Apple,Technology,200.01,52645299
2022-01-20,AMD,AMD,Technology,142.69,45365513
2022-01-20,AMZN,Amazon,Cons. Discretionary,149.48,43307924
2022-01-20,AVGO,Broadcom,Technology,71.66,20905881
2022-01-20,CRM,Salesforce,Technology,269.08,5046548
2022-01-20,GOOGL,Alphabet,Communication Svcs.,137.64,21055792
2022-01-20,IBM,IBM,Technology,128.07,4760047
2022-01-20,INTC,Intel,Technology,48.62,46979932
2022-01-20,META,Meta Platforms,Communication Svcs.,298.37,25412671
2022-01-20,MSFT,Microsoft,Technology,320.98,18622173
2022-01-20,NFLX,Netflix,Communication Svcs.,565.62,5268067
2022-01-20,NVDA,NVIDIA,Technology,28.45,370590375
2022-01-20,ORCL,Oracle,Technology,88.1,12886881
2022-01-20,QCOM,Qualcomm,Technology,184.65,6914493
2022-01-20,TSLA,Tesla,Cons. Discretionary,358.56,113047218
2022-01-21,AAPL,Apple,Technology,199.25,66852284
2022-01-21,AMD,AMD,Technology,141.72,72324780
2022-01-21,AMZN,Amazon,Cons. Discretionary,146.42,54637893
2022-01-21,AVGO,Broadcom,Technology,73.61,25008590
2022-01-21,CRM,Salesforce,Technology,271.95,4922408
2022-01-21,GOOGL,Alphabet,Communication Svcs.,136.84,42773287
2022-01-21,IBM,IBM,Technology,129.23,6552272
2022-01-21,INTC,Intel,Technology,48.2,36748879
2022-01-21,META,Meta Platforms,Communication Svcs.,304.76,18640954
2022-01-21,MSFT,Microsoft,Technology,319.04,27235122
2022-01-21,NFLX,Netflix,Communication Svcs.,560.45,3690937
2022-01-21,NVDA,NVIDIA,Technology,28.19,377421507
2022-01-21,ORCL,Oracle,Technology,87.19,9564399
2022-01-21,QCOM,Qualcomm,Technology,186.9,11724467
2022-01-21,TSLA,Tesla,Cons. Discretionary,359.64,88454062
2022-01-24,AAPL,Apple,Technology,199.09,80851115
2022-01-24,AMD,AMD,Technology,139.93,43617702
2022-01-24,AMZN,Amazon,Cons. Discretionary,141.68,48297535
2022-01-24,AVGO,Broadcom,Technology,71.49,14852522
2022-01-24,CRM,Salesforce,Technology,276.71,4059647
2022-01-24,GOOGL,Alphabet,Communication Svcs.,145.39,28730179
2022-01-24,IBM,IBM,Technology,128.32,3939345
2022-01-24,INTC,Intel,Technology,46.76,34235410
2022-01-24,META,Meta Platforms,Communication Svcs.,299.82,17058286
2022-01-24,MSFT,Microsoft,Technology,325.81,25073067
2022-01-24,NFLX,Netflix,Communication Svcs.,562.73,4034029
2022-01-24,NVDA,NVIDIA,Technology,27.82,549755150
2022-01-24,ORCL,Oracle,Technology,89.61,8366698
2022-01-24,QCOM,Qualcomm,Technology,190.73,7764097
2022-01-24,TSLA,Tesla,Cons. Discretionary,370.79,91339925
2022-01-25,AAPL,Apple,Technology,202.6,56955361
2022-01-25,AMD,AMD,Technology,140.79,64949765
2022-01-25,AMZN,Amazon,Cons. Discretionary,138.37,54976300
2022-01-25,AVGO,Broadcom,Technology,71.21,27978958
2022-01-25,CRM,Salesforce,Technology,288.22,5112503
2022-01-25,GOOGL,Alphabet,Communication Svcs.,148.18,26398730
2022-01-25,IBM,IBM,Technology,128.83,2970956
2022-01-25,INTC,Intel,Technology,48.42,25202564
2022-01-25,META,Meta Platforms,Communication Svcs.,296.35,13991512
2022-01-25,MSFT,Microsoft,Technology,324.18,30172698
2022-01-25,NFLX,Netflix,Communication Svcs.,553.46,5116140
2022-01-25,NVDA,NVIDIA,Technology,26.82,382825311
2022-01-25,ORCL,Oracle,Technology,91.31,11100516
2022-01-25,QCOM,Qualcomm,Technology,190.07,6538685
2022-01-25,TSLA,Tesla,Cons. Discretionary,369.71,120685908
2022-01-26,AAPL,Apple,Technology,201.9,51189807
2022-01-26,AMD,AMD,Technology,135.15,51584160
2022-01-26,AMZN,Amazon,Cons. Discretionary,140.3,55119311
2022-01-26,AVGO,Broadcom,Technology,71.79,17889089
2022-01-26,CRM,Salesforce,Technology,288.16,7122547
2022-01-26,GOOGL,Alphabet,Communication Svcs.,147.27,36120821
2022-01-26,IBM,IBM,Technology,127.71,2948384
2022-01-26,INTC,Intel,Technology,47.33,21699249
2022-01-26,META,Meta Platforms,Communication Svcs.,305.44,29482924
2022-01-26,MSFT,Microsoft,Technology,316.02,24070542
2022-01-26,NFLX,Netflix,Communication Svcs.,565.59,5734879
2022-01-26,NVDA,NVIDIA,Technology,26.37,481903111
2022-01-26,ORCL,Oracle,Technology,95.47,13452960
2022-01-26,QCOM,Qualcomm,Technology,189.18,9739131
2022-01-26,TSLA,Tesla,Cons. Discretionary,376.07,141326768
2022-01-27,AAPL,Apple,Technology,204.36,61683844
2022-01-27,AMD,AMD,Technology,135.29,43701943
2022-01-27,AMZN,Amazon,Cons. Discretionary,141.92,70847149
2022-01-27,AVGO,Broadcom,Technology,71.16,18538857
2022-01-27,CRM,Salesforce,Technology,297.09,6939551
2022-01-27,GOOGL,Alphabet,Communication Svcs.,146.39,28330807
2022-01-27,IBM,IBM,Technology,128.23,3652480
2022-01-27,INTC,Intel,Technology,47.28,27339317
2022-01-27,META,Meta Platforms,Communication Svcs.,320.86,21827094
2022-01-27,MSFT,Microsoft,Technology,309.06,19943526
2022-01-27,NFLX,Netflix,Communication Svcs.,576.41,4097914
2022-01-27,NVDA,NVIDIA,Technology,23.48,375666477
2022-01-27,ORCL,Oracle,Technology,94.67,10339224
2022-01-27,QCOM,Qualcomm,Technology,189.23,8106508
2022-01-27,TSLA,Tesla,Cons. Discretionary,368.91,166331544
2022-01-28,AAPL,Apple,Technology,204.35,59482630
2022-01-28,AMD,AMD,Technology,126.39,32382601
2022-01-28,AMZN,Amazon,Cons. Discretionary,138.55,46396546
2022-01-28,AVGO,Broadcom,Technology,71.23,19582400
2022-01-28,CRM,Salesforce,Technology,293.89,4281327
2022-01-28,GOOGL,Alphabet,Communication Svcs.,145.26,19474397
2022-01-28,IBM,IBM,Technology,127.74,3670540
2022-01-28,INTC,Intel,Technology,48.37,28448493
2022-01-28,META,Meta Platforms,Communication Svcs.,317.39,17509837
2022-01-28,MSFT,Microsoft,Technology,310.48,18234511
2022-01-28,NFLX,Netflix,Communication Svcs.,579.71,4195909
2022-01-28,NVDA,NVIDIA,Technology,23.69,429217493
2022-01-28,ORCL,Oracle,Technology,93.81,8247905
2022-01-28,QCOM,Qualcomm,Technology,189.59,11493236
2022-01-28,TSLA,Tesla,Cons. Discretionary,363.65,99100581
2022-01-31,AAPL,Apple,Technology,210.01,54001129
2022-01-31,AMD,AMD,Technology,129.72,68810445
2022-01-31,AMZN,Amazon,Cons. Discretionary,134.76,59790454
2022-01-31,AVGO,Broadcom,Technology,70.24,18409485
2022-01-31,CRM,Salesforce,Technology,288.86,3451160
2022-01-31,GOOGL,Alphabet,Communication Svcs.,147.07,25280892
2022-01-31,IBM,IBM,Technology,127.99,3617492
2022-01-31,INTC,Intel,Technology,47.72,43984597
2022-01-31,META,Meta Platforms,Communication Svcs.,314.36,21720686
2022-01-31,MSFT,Microsoft,Technology,313.29,41368757
2022-01-31,NFLX,Netflix,Communication Svcs.,612.01,7431371
2022-01-31,NVDA,NVIDIA,Technology,24.71,402696080
2022-01-31,ORCL,Oracle,Technology,90.99,11266855
2022-01-31,QCOM,Qualcomm,Technology,194.72,12164538
2022-01-31,TSLA,Tesla,Cons. Discretionary,373.23,112821449
2022-02-01,AAPL,Apple,Technology,206.54,59943620
2022-02-01,AMD,AMD,Technology,130.0,44174728
2022-02-01,AMZN,Amazon,Cons. Discretionary,134.34,49459817
2022-02-01,AVGO,Broadcom,Technology,71.5,25775176
2022-02-01,CRM,Salesforce,Technology,286.59,6035732
2022-02-01,GOOGL,Alphabet,Communication Svcs.,146.76,22591530
2022-02-01,IBM,IBM,Technology,127.92,2899651
2022-02-01,INTC,Intel,Technology,47.99,51391722
2022-02-01,META,Meta Platforms,Communication Svcs.,306.84,15933577
2022-02-01,MSFT,Microsoft,Technology,309.47,12163936
2022-02-01,NFLX,Netflix,Communication Svcs.,632.55,3684791
2022-02-01,NVDA,NVIDIA,Technology,23.57,459316090
2022-02-01,ORCL,Oracle,Technology,91.3,11018415
2022-02-01,QCOM,Qualcomm,Technology,189.41,8788383
2022-02-01,TSLA,Tesla,Cons. Discretionary,364.2,109432197
2022-02-02,AAPL,Apple,Technology,206.73,69238476
2022-02-02,AMD,AMD,Technology,136.83,34977033
2022-02-02,AMZN,Amazon,Cons. Discretionary,132.24,60719468
2022-02-02,AVGO,Broadcom,Technology,68.66,22361416
2022-02-02,CRM,Salesforce,Technology,280.24,4680438
2022-02-02,GOOGL,Alphabet,Communication Svcs.,150.68,18298642
2022-02-02,IBM,IBM,Technology,129.41,3753962
2022-02-02,INTC,Intel,Technology,48.89,41474832
2022-02-02,META,Meta Platforms,Communication Svcs.,310.06,24855606
2022-02-02,MSFT,Microsoft,Technology,312.73,27023283
2022-02-02,NFLX,Netflix,Communication Svcs.,636.37,6056298
2022-02-02,NVDA,NVIDIA,Technology,23.69,390371867
2022-02-02,ORCL,Oracle,Technology,88.45,10991734
2022-02-02,QCOM,Qualcomm,Technology,188.98,11916698
2022-02-02,TSLA,Tesla,Cons. Discretionary,381.75,105989396
2022-02-03,AAPL,Apple,Technology,202.95,50089651
2022-02-03,AMD,AMD,Technology,136.39,50206221
2022-02-03,AMZN,Amazon,Cons. Discretionary,136.06,53977770
2022-02-03,AVGO,Broadcom,Technology,71.37,22288539
2022-02-03,CRM,Salesforce,Technology,283.88,5629322
2022-02-03,GOOGL,Alphabet,Communication Svcs.,154.38,23521064
2022-02-03,IBM,IBM,Technology,128.01,5708471
2022-02-03,INTC,Intel,Technology,49.76,52228140
2022-02-03,META,Meta Platforms,Communication Svcs.,313.58,31740966
2022-02-03,MSFT,Microsoft,Technology,315.86,37032862
2022-02-03,NFLX,Netflix,Communication Svcs.,651.17,3543180
2022-02-03,NVDA,NVIDIA,Technology,23.86,401144881
2022-02-03,ORCL,Oracle,Technology,90.32,8139395
2022-02-03,QCOM,Qualcomm,Technology,185.23,5855288
2022-02-03,TSLA,Tesla,Cons. Discretionary,376.65,84562038
2022-02-04,AAPL,Apple,Technology,200.88,66326961
2022-02-04,AMD,AMD,Technology,137.53,52435354
2022-02-04,AMZN,Amazon,Cons. Discretionary,134.78,44069465
2022-02-04,AVGO,Broadcom,Technology,66.73,29787270
2022-02-04,CRM,Salesforce,Technology,287.33,3739887
2022-02-04,GOOGL,Alphabet,Communication Svcs.,151.55,33625506
2022-02-04,IBM,IBM,Technology,126.47,2939972
2022-02-04,INTC,Intel,Technology,50.52,54447656
2022-02-04,META,Meta Platforms,Communication Svcs.,322.67,21159591
2022-02-04,MSFT,Microsoft,Technology,316.39,19393387
2022-02-04,NFLX,Netflix,Communication Svcs.,646.24,5965586
2022-02-04,NVDA,NVIDIA,Technology,23.5,408532100
2022-02-04,ORCL,Oracle,Technology,90.31,8229820
2022-02-04,QCOM,Qualcomm,Technology,181.86,5522426
2022-02-04,TSLA,Tesla,Cons. Discretionary,379.57,87904146
2022-02-07,AAPL,Apple,Technology,197.65,48026849
2022-02-07,AMD,AMD,Technology,138.96,50405957
2022-02-07,AMZN,Amazon,Cons. Discretionary,139.8,67524215
2022-02-07,AVGO,Broadcom,Technology,67.26,22660054
2022-02-07,CRM,Salesforce,Technology,290.12,4569901
2022-02-07,GOOGL,Alphabet,Communication Svcs.,149.01,21037823
2022-02-07,IBM,IBM,Technology,126.8,5106939
2022-02-07,INTC,Intel,Technology,51.93,28683876
2022-02-07,META,Meta Platforms,Communication Svcs.,311.13,18615039
2022-02-07,MSFT,Microsoft,Technology,317.91,31911589
2022-02-07,NFLX,Netflix,Communication Svcs.,635.55,4592002
2022-02-07,NVDA,NVIDIA,Technology,23.58,988280261
2022-02-07,ORCL,Oracle,Technology,90.62,13754093
2022-02-07,QCOM,Qualcomm,Technology,183.67,6890884
2022-02-07,TSLA,Tesla,Cons. Discretionary,367.17,64477907
2022-02-08,AAPL,Apple,Technology,200.76,64884637
2022-02-08,AMD,AMD,Technology,138.55,35586639
2022-02-08,AMZN,Amazon,Cons. Discretionary,138.35,38928563
2022-02-08,AVGO,Broadcom,Technology,66.84,20546629
2022-02-08,CRM,Salesforce,Technology,287.96,5292254
2022-02-08,GOOGL,Alphabet,Communication Svcs.,147.0,28981895
2022-02-08,IBM,IBM,Technology,126.34,2330900
2022-02-08,INTC,Intel,Technology,50.38,34580556
2022-02-08,META,Meta Platforms,Communication Svcs.,323.8,20660024
2022-02-08,MSFT,Microsoft,Technology,326.76,23217136
2022-02-08,NFLX,Netflix,Communication Svcs.,622.6,5355241
2022-02-08,NVDA,NVIDIA,Technology,24.17,447028686
2022-02-08,ORCL,Oracle,Technology,90.56,11148313
2022-02-08,QCOM,Qualcomm,Technology,183.1,10743366
2022-02-08,TSLA,Tesla,Cons. Discretionary,359.07,152343623
2022-02-09,AAPL,Apple,Technology,197.61,63370166
2022-02-09,AMD,AMD,Technology,138.11,36709409
2022-02-09,AMZN,Amazon,Cons. Discretionary,143.27,55813901
2022-02-09,AVGO,Broadcom,Technology,67.46,17589845
2022-02-09,CRM,Salesforce,Technology,293.73,6894780
2022-02-09,GOOGL,Alphabet,Communication Svcs.,144.66,15280219
2022-02-09,IBM,IBM,Technology,126.85,4363389
2022-02-09,INTC,Intel,Technology,48.88,32404366
2022-02-09,META,Meta Platforms,Communication Svcs.,332.17,23712033
2022-02-09,MSFT,Microsoft,Technology,338.75,32481994
2022-02-09,NFLX,Netflix,Communication Svcs.,601.44,4440105
2022-02-09,NVDA,NVIDIA,Technology,24.68,434527554
2022-02-09,ORCL,Oracle,Technology,91.24,7992965
2022-02-09,QCOM,Qualcomm,Technology,183.46,6876549
2022-02-09,TSLA,Tesla,Cons. Discretionary,354.1,104883911
2022-02-10,AAPL,Apple,Technology,193.64,35523107
2022-02-10,AMD,AMD,Technology,136.72,41441176
2022-02-10,AMZN,Amazon,Cons. Discretionary,144.92,51371224
2022-02-10,AVGO,Broadcom,Technology,68.29,13728312
2022-02-10,CRM,Salesforce,Technology,296.68,5366324
2022-02-10,GOOGL,Alphabet,Communication Svcs.,149.42,23211230
2022-02-10,IBM,IBM,Technology,127.32,3591754
2022-02-10,INTC,Intel,Technology,49.02,31120421
2022-02-10,META,Meta Platforms,Communication Svcs.,328.48,12617819
2022-02-10,MSFT,Microsoft,Technology,340.23,20332731
2022-02-10,NFLX,Netflix,Communication Svcs.,589.44,4680733
2022-02-10,NVDA,NVIDIA,Technology,24.82,520833115
2022-02-10,ORCL,Oracle,Technology,93.99,9397001
2022-02-10,QCOM,Qualcomm,Technology,185.24,7694899
2022-02-10,TSLA,Tesla,Cons. Discretionary,354.77,86787796
2022-02-11,AAPL,Apple,Technology,195.56,69632835
2022-02-11,AMD,AMD,Technology,134.06,57214541
2022-02-11,AMZN,Amazon,Cons. Discretionary,146.3,55818662
2022-02-11,AVGO,Broadcom,Technology,68.23,18188673
2022-02-11,CRM,Salesforce,Technology,295.98,5351929
2022-02-11,GOOGL,Alphabet,Communication Svcs.,147.78,27904468
2022-02-11,IBM,IBM,Technology,128.82,3712354
2022-02-11,INTC,Intel,Technology,49.19,37947703
2022-02-11,META,Meta Platforms,Communication Svcs.,336.01,23389912
2022-02-11,MSFT,Microsoft,Technology,341.98,22160367
2022-02-11,NFLX,Netflix,Communication Svcs.,576.73,4814072
2022-02-11,NVDA,NVIDIA,Technology,24.42,300099947
2022-02-11,ORCL,Oracle,Technology,94.1,6528188
2022-02-11,QCOM,Qualcomm,Technology,182.56,7998688
2022-02-11,TSLA,Tesla,Cons. Discretionary,358.16,123533900
2022-02-14,AAPL,Apple,Technology,193.65,60480214
2022-02-14,AMD,AMD,Technology,136.51,71720540
