date,ticker,name,sector,close,volume,market_cap_usd
2020-01-13,INTC,Intel,Technology,55.46,21648895,169600000000
2020-01-13,JPM,JPMorgan Chase,Financials,137.7,17657266,377310000000
2020-01-13,MA,Mastercard,Financials,314.26,1780923,325400000000
2020-01-13,MCD,McDonald's,Cons. Discretionary,197.44,2506784,141130000000
2020-01-13,META,Meta Platforms,Communication Svcs.,197.15,20138445,491590000000
2020-01-13,MSFT,Microsoft,Technology,161.46,33145281,1124840000000
2020-01-13,NFLX,Netflix,Communication Svcs.,333.36,5683678,174260000000
2020-01-13,NVDA,NVIDIA,Technology,70.63,456986722,163380000000
2020-01-13,ORCL,Oracle,Technology,59.6,8560679,173270000000
2020-01-13,QCOM,Qualcomm,Technology,91.22,6819868,97590000000
2020-01-13,TSLA,Tesla,Cons. Discretionary,94.83,129213515,103050000000
2020-01-13,V,Visa,Financials,199.37,5694794,377890000000
2020-01-14,AAPL,Apple,Technology,76.27,80719954,1097190000000
2020-01-14,ADBE,Adobe,Technology,342.16,2948776,169660000000
2020-01-14,AMD,AMD,Technology,46.41,49440976,61570000000
2020-01-14,AMZN,Amazon,Cons. Discretionary,97.13,51908160,1015880000000
2020-01-14,AVGO,Broadcom,Technology,300.31,18894552,139280000000
2020-01-14,CAT,Caterpillar,Industrials,148.81,2439406,46940000000
2020-01-14,CRM,Salesforce,Technology,164.17,7122547,156320000000
2020-01-14,DIS,Walt Disney,Communication Svcs.,149.76,10040084,276280000000
2020-01-14,GE,GE Aerospace,Industrials,49.34,5631421,53400000000
2020-01-14,GOOGL,Alphabet,Communication Svcs.,66.56,27657462,867470000000
2020-01-14,HD,Home Depot,Cons. Discretionary,231.89,3902739,218800000000
2020-01-14,HON,Honeywell,Industrials,187.38,3025689,143790000000
2020-01-14,IBM,IBM,Technology,134.8,4063616,127320000000
2020-01-14,INTC,Intel,Technology,55.83,37811183,170750000000
2020-01-14,JPM,JPMorgan Chase,Financials,136.8,15606968,374820000000
2020-01-14,MA,Mastercard,Financials,307.44,2013954,318340000000
2020-01-14,MCD,McDonald's,Cons. Discretionary,196.17,3440226,140220000000
2020-01-14,META,Meta Platforms,Communication Svcs.,192.86,19178420,480880000000
2020-01-14,MSFT,Microsoft,Technology,162.11,33509655,1129340000000
2020-01-14,NFLX,Netflix,Communication Svcs.,329.29,3622756,172130000000
2020-01-14,NVDA,NVIDIA,Technology,71.49,338718450,165370000000
2020-01-14,ORCL,Oracle,Technology,59.24,8774217,172210000000
2020-01-14,QCOM,Qualcomm,Technology,92.02,10095742,98440000000
2020-01-14,TSLA,Tesla,Cons. Discretionary,98.12,85356884,106620000000
2020-01-14,V,Visa,Financials,194.7,5477967,369040000000
2020-01-15,AAPL,Apple,Technology,76.89,73323610,1106040000000
2020-01-15,ADBE,Adobe,Technology,340.62,2380178,168890000000
2020-01-15,AMD,AMD,Technology,47.93,59289041,63580000000
2020-01-15,AMZN,Amazon,Cons. Discretionary,105.28,57949439,1101070000000
2020-01-15,AVGO,Broadcom,Technology,304.1,29011322,141040000000
2020-01-15,CAT,Caterpillar,Industrials,149.92,1513463,47290000000
2020-01-15,CRM,Salesforce,Technology,163.84,6939551,156010000000
2020-01-15,DIS,Walt Disney,Communication Svcs.,153.43,13180603,283040000000
2020-01-15,GE,GE Aerospace,Industrials,49.54,5759956,53610000000
2020-01-15,GOOGL,Alphabet,Communication Svcs.,66.38,19801225,865030000000
2020-01-15,HD,Home Depot,Cons. Discretionary,226.59,3015955,213800000000
2020-01-15,HON,Honeywell,Industrials,185.7,2209687,142500000000
2020-01-15,IBM,IBM,Technology,134.25,4285960,126800000000
2020-01-15,INTC,Intel,Technology,54.95,42576596,168050000000
2020-01-15,JPM,JPMorgan Chase,Financials,135.34,8068219,370830000000
2020-01-15,MA,Mastercard,Financials,308.05,4055729,318970000000
2020-01-15,MCD,McDonald's,Cons. Discretionary,194.69,2134232,139160000000
2020-01-15,META,Meta Platforms,Communication Svcs.,195.95,19158337,488600000000
2020-01-15,MSFT,Microsoft,Technology,160.23,25844585,1116260000000
2020-01-15,NFLX,Netflix,Communication Svcs.,331.29,5605981,173180000000
2020-01-15,NVDA,NVIDIA,Technology,72.81,605839940,168430000000
2020-01-15,ORCL,Oracle,Technology,58.97,11142047,171420000000
2020-01-15,QCOM,Qualcomm,Technology,92.56,4673027,99030000000
2020-01-15,TSLA,Tesla,Cons. Discretionary,107.71,130326503,117040000000
2020-01-15,V,Visa,Financials,199.18,5220193,377530000000
2020-01-16,AAPL,Apple,Technology,75.88,57558318,1091500000000
2020-01-16,ADBE,Adobe,Technology,334.28,2456850,165750000000
2020-01-16,AMD,AMD,Technology,48.23,46076676,63990000000
2020-01-16,AMZN,Amazon,Cons. Discretionary,103.77,44337561,1085320000000
2020-01-16,AVGO,Broadcom,Technology,302.78,18304940,140430000000
2020-01-16,CAT,Caterpillar,Industrials,152.87,2766412,48210000000
2020-01-16,CRM,Salesforce,Technology,167.02,4281327,159040000000
2020-01-16,DIS,Walt Disney,Communication Svcs.,153.51,11092885,283190000000
2020-01-16,GE,GE Aerospace,Industrials,48.96,4281858,52990000000
2020-01-16,GOOGL,Alphabet,Communication Svcs.,67.08,37482275,874230000000
2020-01-16,HD,Home Depot,Cons. Discretionary,222.92,3313409,210330000000
2020-01-16,HON,Honeywell,Industrials,185.68,3213850,142490000000
2020-01-16,IBM,IBM,Technology,133.28,3200373,125890000000
2020-01-16,INTC,Intel,Technology,55.32,34893341,169190000000
2020-01-16,JPM,JPMorgan Chase,Financials,133.97,12153233,367080000000
2020-01-16,MA,Mastercard,Financials,310.46,2161475,321460000000
2020-01-16,MCD,McDonald's,Cons. Discretionary,198.16,3274071,141640000000
2020-01-16,META,Meta Platforms,Communication Svcs.,193.08,14058599,481440000000
2020-01-16,MSFT,Microsoft,Technology,164.42,23839621,1145450000000
2020-01-16,NFLX,Netflix,Communication Svcs.,337.05,5085252,176190000000
2020-01-16,NVDA,NVIDIA,Technology,73.78,539594867,170680000000
2020-01-16,ORCL,Oracle,Technology,59.25,13475186,172250000000
2020-01-16,QCOM,Qualcomm,Technology,93.91,7934201,100470000000
2020-01-16,TSLA,Tesla,Cons. Discretionary,113.85,162418842,123720000000
2020-01-16,V,Visa,Financials,193.97,5863319,367660000000
2020-01-17,AAPL,Apple,Technology,74.56,57444459,1072550000000
2020-01-17,ADBE,Adobe,Technology,333.0,2568282,165110000000
2020-01-17,AMD,AMD,Technology,47.75,54431731,63350000000
2020-01-17,AMZN,Amazon,Cons. Discretionary,102.04,50484348,1067230000000
2020-01-17,AVGO,Broadcom,Technology,305.04,22472733,141470000000
2020-01-17,CAT,Caterpillar,Industrials,150.37,2628938,47430000000
2020-01-17,CRM,Salesforce,Technology,169.74,3451160,161630000000
2020-01-17,DIS,Walt Disney,Communication Svcs.,157.75,7248606,291020000000
2020-01-17,GE,GE Aerospace,Industrials,49.3,6655123,53350000000
2020-01-17,GOOGL,Alphabet,Communication Svcs.,66.1,26163294,861390000000
2020-01-17,HD,Home Depot,Cons. Discretionary,226.25,3666742,213480000000
2020-01-17,HON,Honeywell,Industrials,187.49,2564419,143880000000
2020-01-17,IBM,IBM,Technology,134.05,4120009,126610000000
2020-01-17,INTC,Intel,Technology,54.92,32451800,167980000000
2020-01-17,JPM,JPMorgan Chase,Financials,131.78,8344923,361070000000
2020-01-17,MA,Mastercard,Financials,313.72,3875609,324840000000
2020-01-17,MCD,McDonald's,Cons. Discretionary,199.42,3122407,142540000000
2020-01-17,META,Meta Platforms,Communication Svcs.,192.76,22967355,480640000000
2020-01-17,MSFT,Microsoft,Technology,163.01,25321331,1135610000000
2020-01-17,NFLX,Netflix,Communication Svcs.,334.65,4465822,174930000000
2020-01-17,NVDA,NVIDIA,Technology,75.14,590713711,173830000000
2020-01-17,ORCL,Oracle,Technology,59.95,9492560,174270000000
2020-01-17,QCOM,Qualcomm,Technology,92.6,10544493,99070000000
2020-01-17,TSLA,Tesla,Cons. Discretionary,110.45,82602709,120010000000
2020-01-17,V,Visa,Financials,190.9,4991795,361840000000
2020-01-20,AAPL,Apple,Technology,75.54,42963272,1086660000000
2020-01-20,ADBE,Adobe,Technology,337.73,4734034,167460000000
2020-01-20,AMD,AMD,Technology,45.75,36027968,60700000000
2020-01-20,AMZN,Amazon,Cons. Discretionary,101.42,48722648,1060680000000
2020-01-20,AVGO,Broadcom,Technology,301.71,15417712,139930000000
2020-01-20,CAT,Caterpillar,Industrials,151.08,1611700,47650000000
2020-01-20,CRM,Salesforce,Technology,171.49,6035732,163290000000
2020-01-20,DIS,Walt Disney,Communication Svcs.,161.83,11374799,298540000000
2020-01-20,GE,GE Aerospace,Industrials,48.75,5666044,52760000000
2020-01-20,GOOGL,Alphabet,Communication Svcs.,64.72,32226138,843410000000
2020-01-20,HD,Home Depot,Cons. Discretionary,228.52,1776646,215620000000
2020-01-20,HON,Honeywell,Industrials,186.78,3254529,143330000000
2020-01-20,IBM,IBM,Technology,133.84,5681118,126410000000
2020-01-20,INTC,Intel,Technology,55.1,39587162,168510000000
2020-01-20,JPM,JPMorgan Chase,Financials,131.56,9568897,360480000000
2020-01-20,MA,Mastercard,Financials,308.3,3021928,319230000000
2020-01-20,MCD,McDonald's,Cons. Discretionary,200.7,4350132,143460000000
2020-01-20,META,Meta Platforms,Communication Svcs.,195.69,13628368,487960000000
2020-01-20,MSFT,Microsoft,Technology,161.43,31765839,1124580000000
2020-01-20,NFLX,Netflix,Communication Svcs.,349.0,5386334,182430000000
2020-01-20,NVDA,NVIDIA,Technology,74.66,273326629,172700000000
2020-01-20,ORCL,Oracle,Technology,59.49,8531635,172930000000
2020-01-20,QCOM,Qualcomm,Technology,90.92,9217600,97270000000
2020-01-20,TSLA,Tesla,Cons. Discretionary,116.2,72299721,126270000000
2020-01-20,V,Visa,Financials,191.94,5294245,363810000000
2020-01-21,AAPL,Apple,Technology,76.56,55912373,1101330000000
2020-01-21,ADBE,Adobe,Technology,334.56,2866628,165890000000
2020-01-21,AMD,AMD,Technology,45.54,97836335,60420000000
2020-01-21,AMZN,Amazon,Cons. Discretionary,100.35,43077712,1049520000000
2020-01-21,AVGO,Broadcom,Technology,308.76,21619593,143200000000
2020-01-21,CAT,Caterpillar,Industrials,148.78,3358797,46920000000
2020-01-21,CRM,Salesforce,Technology,174.27,4680438,165950000000
2020-01-21,DIS,Walt Disney,Communication Svcs.,162.76,10039747,300250000000
2020-01-21,GE,GE Aerospace,Industrials,47.76,6297744,51680000000
2020-01-21,GOOGL,Alphabet,Communication Svcs.,64.68,20042972,842880000000
2020-01-21,HD,Home Depot,Cons. Discretionary,230.39,5161250,217380000000
2020-01-21,HON,Honeywell,Industrials,186.68,2817100,143250000000
2020-01-21,IBM,IBM,Technology,130.83,2767464,123560000000
2020-01-21,INTC,Intel,Technology,55.02,48094805,168280000000
2020-01-21,JPM,JPMorgan Chase,Financials,131.03,6850337,359030000000
2020-01-21,MA,Mastercard,Financials,310.74,2054177,321750000000
2020-01-21,MCD,McDonald's,Cons. Discretionary,201.37,3060198,143940000000
2020-01-21,META,Meta Platforms,Communication Svcs.,194.68,12174456,485430000000
2020-01-21,MSFT,Microsoft,Technology,161.1,23301193,1122320000000
2020-01-21,NFLX,Netflix,Communication Svcs.,348.91,5138258,182390000000
2020-01-21,NVDA,NVIDIA,Technology,72.64,221991460,168030000000
2020-01-21,ORCL,Oracle,Technology,59.45,10280641,172820000000
2020-01-21,QCOM,Qualcomm,Technology,92.42,10452537,98870000000
2020-01-21,TSLA,Tesla,Cons. Discretionary,117.09,106116687,127240000000
2020-01-21,V,Visa,Financials,191.91,5565825,363750000000
2020-01-22,AAPL,Apple,Technology,76.49,45508197,1100300000000
2020-01-22,ADBE,Adobe,Technology,340.2,3317417,168690000000
2020-01-22,AMD,AMD,Technology,46.77,50615259,62050000000
2020-01-22,AMZN,Amazon,Cons. Discretionary,101.42,51126727,1060730000000
2020-01-22,AVGO,Broadcom,Technology,315.21,15036929,146190000000
2020-01-22,CAT,Caterpillar,Industrials,144.45,3181211,45560000000
2020-01-22,CRM,Salesforce,Technology,174.02,5629322,165700000000
2020-01-22,DIS,Walt Disney,Communication Svcs.,157.65,9726659,290830000000
2020-01-22,GE,GE Aerospace,Industrials,48.04,5300268,51990000000
2020-01-22,GOOGL,Alphabet,Communication Svcs.,65.16,32032089,849190000000
2020-01-22,HD,Home Depot,Cons. Discretionary,225.9,3447264,213140000000
2020-01-22,HON,Honeywell,Industrials,187.7,2161303,144030000000
2020-01-22,IBM,IBM,Technology,132.3,3321471,124960000000
2020-01-22,INTC,Intel,Technology,56.15,30702077,171720000000
2020-01-22,JPM,JPMorgan Chase,Financials,131.68,8580261,360800000000
2020-01-22,MA,Mastercard,Financials,310.86,2269726,321880000000
2020-01-22,MCD,McDonald's,Cons. Discretionary,202.4,3039104,144670000000
2020-01-22,META,Meta Platforms,Communication Svcs.,199.65,15939964,497810000000
2020-01-22,MSFT,Microsoft,Technology,160.38,21322857,1117320000000
2020-01-22,NFLX,Netflix,Communication Svcs.,350.14,5197371,183030000000
2020-01-22,NVDA,NVIDIA,Technology,73.63,506901085,170320000000
2020-01-22,ORCL,Oracle,Technology,58.2,9913772,169200000000
2020-01-22,QCOM,Qualcomm,Technology,93.53,10436810,100060000000
2020-01-22,TSLA,Tesla,Cons. Discretionary,114.35,146784019,124260000000
2020-01-22,V,Visa,Financials,194.02,3630748,367760000000
2020-01-23,AAPL,Apple,Technology,76.26,49660949,1097030000000
2020-01-23,ADBE,Adobe,Technology,339.06,3379931,168120000000
2020-01-23,AMD,AMD,Technology,47.66,58795001,63230000000
2020-01-23,AMZN,Amazon,Cons. Discretionary,101.69,48321485,1063590000000
2020-01-23,AVGO,Broadcom,Technology,318.02,24916089,147490000000
2020-01-23,CAT,Caterpillar,Industrials,147.21,2074769,46430000000
2020-01-23,CRM,Salesforce,Technology,179.22,3739887,170650000000
2020-01-23,DIS,Walt Disney,Communication Svcs.,162.31,11166580,299420000000
2020-01-23,GE,GE Aerospace,Industrials,46.56,4910460,50380000000
2020-01-23,GOOGL,Alphabet,Communication Svcs.,63.01,25154516,821160000000
2020-01-23,HD,Home Depot,Cons. Discretionary,228.71,3519471,215790000000
2020-01-23,HON,Honeywell,Industrials,187.05,2262980,143530000000
