month,product,region,revenue_chf,new_customers,churned_customers,active_customers
2023-07,Atlas,Europe,223000,4,1,74
2023-07,Beacon,APAC,124000,3,2,41
2023-07,Beacon,Americas,155000,4,2,52
2023-07,Beacon,Europe,239000,3,3,80
2023-07,Edge,APAC,233000,5,2,78
2023-07,Edge,Americas,441000,12,3,147
2023-07,Edge,Europe,423000,10,4,141
2023-07,Forge,APAC,72000,2,1,24
2023-07,Forge,Americas,91000,2,1,30
2023-07,Forge,Europe,113000,3,1,38
2023-07,Pulse,APAC,38000,1,1,20
2023-07,Pulse,Americas,45000,1,1,20
2023-07,Pulse,Europe,100000,2,1,33
2023-07,Vault,APAC,170000,4,1,57
2023-07,Vault,Americas,255000,5,2,85
2023-07,Vault,Europe,423000,8,4,141
2023-08,Atlas,APAC,114000,2,1,38
2023-08,Atlas,Americas,247000,5,2,82
2023-08,Atlas,Europe,205000,5,2,68
2023-08,Beacon,APAC,120000,3,1,40
2023-08,Beacon,Americas,164000,3,3,55
2023-08,Beacon,Europe,239000,5,3,80
2023-08,Edge,APAC,224000,5,2,75
2023-08,Edge,Americas,434000,9,3,145
2023-08,Edge,Europe,429000,12,4,143
2023-08,Forge,APAC,64000,1,1,21
2023-08,Forge,Americas,89000,2,1,30
2023-08,Forge,Europe,112000,3,1,37
2023-08,Pulse,APAC,38000,1,1,20
2023-08,Pulse,Americas,49000,1,1,20
2023-08,Pulse,Europe,103000,2,1,34
2023-08,Vault,APAC,168000,3,1,56
2023-08,Vault,Americas,275000,5,2,92
2023-08,Vault,Europe,411000,9,4,137
2023-09,Atlas,APAC,140000,2,2,47
2023-09,Atlas,Americas,273000,4,2,91
2023-09,Atlas,Europe,216000,6,2,72
2023-09,Beacon,APAC,137000,3,2,46
2023-09,Beacon,Americas,168000,3,3,56
2023-09,Beacon,Europe,252000,6,3,84
2023-09,Edge,APAC,257000,5,2,86
2023-09,Edge,Americas,524000,15,5,175
2023-09,Edge,Europe,515000,11,4,172
2023-09,Forge,APAC,78000,1,1,26
2023-09,Forge,Americas,112000,2,1,37
2023-09,Forge,Europe,120000,2,1,40
2023-09,Pulse,APAC,43000,1,1,20
2023-09,Pulse,Americas,53000,1,1,20
2023-09,Pulse,Europe,118000,2,2,39
2023-09,Vault,APAC,186000,4,2,62
2023-09,Vault,Americas,313000,5,3,104
2023-09,Vault,Europe,495000,12,3,165
2023-10,Atlas,APAC,138000,3,1,46
2023-10,Atlas,Americas,318000,6,2,106
2023-10,Atlas,Europe,238000,4,2,79
2023-10,Beacon,APAC,135000,2,2,45
2023-10,Beacon,Americas,179000,3,2,60
2023-10,Beacon,Europe,253000,6,3,84
2023-10,Edge,APAC,239000,5,2,80
2023-10,Edge,Americas,501000,11,4,167
2023-10,Edge,Europe,491000,8,3,164
2023-10,Forge,APAC,75000,1,1,25
2023-10,Forge,Americas,110000,2,1,37
2023-10,Forge,Europe,136000,3,1,45
2023-10,Pulse,APAC,45000,1,1,20
2023-10,Pulse,Americas,59000,2,1,20
2023-10,Pulse,Europe,122000,2,2,41
2023-10,Vault,APAC,185000,3,2,62
2023-10,Vault,Americas,283000,6,2,94
2023-10,Vault,Europe,513000,12,5,171
2023-11,Atlas,APAC,133000,3,1,44
2023-11,Atlas,Americas,276000,6,2,92
2023-11,Atlas,Europe,221000,5,2,74
2023-11,Beacon,APAC,135000,2,2,45
2023-11,Beacon,Americas,178000,3,2,59
2023-11,Beacon,Europe,256000,7,4,85
2023-11,Edge,APAC,269000,6,2,90
2023-11,Edge,Americas,514000,13,4,171
2023-11,Edge,Europe,541000,12,4,180
2023-11,Forge,APAC,78000,2,1,26
2023-11,Forge,Americas,113000,3,1,38
2023-11,Forge,Europe,123000,3,1,41
2023-11,Pulse,APAC,47000,1,1,20
2023-11,Pulse,Americas,50000,1,1,20
2023-11,Pulse,Europe,120000,3,2,40
2023-11,Vault,APAC,207000,4,2,69
2023-11,Vault,Americas,298000,4,2,99
2023-11,Vault,Europe,464000,7,4,155
2023-12,Atlas,APAC,136000,3,1,45
2023-12,Atlas,Americas,312000,6,2,104
2023-12,Atlas,Europe,222000,5,2,74
2023-12,Beacon,APAC,161000,4,3,54
2023-12,Beacon,Americas,178000,3,3,59
2023-12,Beacon,Europe,262000,4,3,87
2023-12,Edge,APAC,264000,8,2,88
2023-12,Edge,Americas,554000,14,4,185
2023-12,Edge,Europe,556000,13,6,185
2023-12,Forge,APAC,83000,2,1,28
2023-12,Forge,Americas,107000,3,1,36
2023-12,Forge,Europe,140000,4,1,47
2023-12,Pulse,APAC,46000,1,1,20
2023-12,Pulse,Americas,59000,1,1,20
2023-12,Pulse,Europe,123000,3,2,41
2023-12,Vault,APAC,199000,4,2,66
2023-12,Vault,Americas,327000,5,2,109
2023-12,Vault,Europe,524000,9,5,175
2024-01,Atlas,APAC,134000,3,1,45
2024-01,Atlas,Americas,282000,5,3,94
2024-01,Atlas,Europe,228000,6,2,76
2024-01,Beacon,APAC,109000,3,1,36
2024-01,Beacon,Americas,127000,3,2,42
2024-01,Beacon,Europe,206000,5,2,69
2024-01,Edge,APAC,280000,7,3,93
2024-01,Edge,Americas,609000,15,4,203
2024-01,Edge,Europe,567000,11,6,189
2024-01,Forge,APAC,76000,2,1,25
2024-01,Forge,Americas,106000,3,1,35
2024-01,Forge,Europe,115000,3,1,38
2024-01,Pulse,APAC,32000,1,1,20
2024-01,Pulse,Americas,35000,1,1,20
2024-01,Pulse,Europe,76000,1,1,25
2024-01,Vault,APAC,186000,3,1,62
2024-01,Vault,Americas,288000,5,3,96
2024-01,Vault,Europe,460000,10,4,153
2024-02,Atlas,APAC,134000,4,1,45
2024-02,Atlas,Americas,331000,9,3,110
2024-02,Atlas,Europe,248000,7,2,83
2024-02,Beacon,APAC,106000,2,1,35
2024-02,Beacon,Americas,132000,3,2,44
2024-02,Beacon,Europe,207000,5,3,69
2024-02,Edge,APAC,309000,7,2,103
2024-02,Edge,Americas,570000,15,4,190
2024-02,Edge,Europe,557000,15,5,186
2024-02,Forge,APAC,70000,1,1,23
2024-02,Forge,Americas,111000,3,1,37
2024-02,Forge,Europe,126000,3,1,42
2024-02,Pulse,APAC,29000,1,1,20
2024-02,Pulse,Americas,37000,1,1,20
2024-02,Pulse,Europe,85000,1,1,28
2024-02,Vault,APAC,173000,4,2,58
2024-02,Vault,Americas,268000,4,2,89
2024-02,Vault,Europe,460000,9,3,153
2024-03,Atlas,APAC,151000,3,1,50
2024-03,Atlas,Americas,347000,8,3,116
2024-03,Atlas,Europe,241000,6,2,80
2024-03,Beacon,APAC,111000,2,2,37
2024-03,Beacon,Americas,149000,4,2,50
2024-03,Beacon,Europe,192000,4,2,64
2024-03,Edge,APAC,313000,5,2,104
2024-03,Edge,Americas,625000,18,4,208
2024-03,Edge,Europe,680000,19,6,227
2024-03,Forge,APAC,83000,2,1,28
2024-03,Forge,Americas,107000,2,1,36
2024-03,Forge,Europe,137000,2,1,46
2024-03,Pulse,APAC,32000,1,1,20
2024-03,Pulse,Americas,41000,1,1,20
2024-03,Pulse,Europe,86000,2,1,29
2024-03,Vault,APAC,180000,3,1,60
2024-03,Vault,Americas,290000,8,3,97
2024-03,Vault,Europe,472000,10,3,157
2024-04,Atlas,APAC,156000,4,1,52
2024-04,Atlas,Americas,348000,10,3,116
2024-04,Atlas,Europe,256000,4,2,85
2024-04,Beacon,APAC,126000,3,2,42
2024-04,Beacon,Americas,132000,3,2,44
2024-04,Beacon,Europe,203000,4,3,68
2024-04,Edge,APAC,318000,9,3,106
2024-04,Edge,Americas,641000,18,7,214
2024-04,Edge,Europe,593000,10,5,198
2024-04,Forge,APAC,78000,2,1,26
2024-04,Forge,Americas,119000,2,1,40
2024-04,Forge,Europe,137000,2,1,46
2024-04,Pulse,APAC,33000,1,1,20
2024-04,Pulse,Americas,41000,1,1,20
2024-04,Pulse,Europe,93000,2,1,31
2024-04,Vault,APAC,194000,4,2,65
2024-04,Vault,Americas,275000,6,2,92
2024-04,Vault,Europe,466000,7,4,155
2024-05,Atlas,APAC,159000,3,1,53
2024-05,Atlas,Americas,344000,8,3,115
2024-05,Atlas,Europe,266000,5,3,89
2024-05,Beacon,APAC,121000,2,1,40
2024-05,Beacon,Americas,152000,3,2,51
2024-05,Beacon,Europe,228000,4,2,76
2024-05,Edge,APAC,321000,9,2,107
2024-05,Edge,Americas,681000,16,7,227
2024-05,Edge,Europe,684000,12,5,228
2024-05,Forge,APAC,79000,1,1,26
2024-05,Forge,Americas,125000,2,1,42
2024-05,Forge,Europe,130000,3,1,43
2024-05,Pulse,APAC,35000,1,1,20
2024-05,Pulse,Americas,39000,1,1,20
2024-05,Pulse,Europe,93000,2,1,31
2024-05,Vault,APAC,195000,4,2,65
2024-05,Vault,Americas,282000,7,2,94
2024-05,Vault,Europe,536000,13,3,179
2024-06,Atlas,APAC,165000,5,2,55
2024-06,Atlas,Americas,348000,5,3,116
2024-06,Atlas,Europe,255000,5,2,85
2024-06,Beacon,APAC,129000,3,1,43
2024-06,Beacon,Americas,138000,3,1,46
2024-06,Beacon,Europe,206000,4,2,69
2024-06,Edge,APAC,317000,6,3,106
2024-06,Edge,Americas,635000,18,5,212
2024-06,Edge,Europe,617000,12,4,206
2024-06,Forge,APAC,83000,2,1,28
2024-06,Forge,Americas,125000,2,1,42
2024-06,Forge,Europe,128000,2,1,43
2024-06,Pulse,APAC,33000,1,1,20
2024-06,Pulse,Americas,40000,1,1,20
2024-06,Pulse,Europe,92000,2,1,31
2024-06,Vault,APAC,211000,5,2,70
2024-06,Vault,Americas,304000,5,3,101
2024-06,Vault,Europe,496000,11,3,165
2024-07,Atlas,APAC,142000,3,2,47
2024-07,Atlas,Americas,319000,5,2,106
2024-07,Atlas,Europe,265000,7,2,88
2024-07,Beacon,APAC,114000,3,2,38
2024-07,Beacon,Americas,146000,3,2,49
2024-07,Beacon,Europe,217000,5,3,72
2024-07,Edge,APAC,332000,7,3,111
2024-07,Edge,Americas,641000,15,5,214
2024-07,Edge,Europe,608000,14,4,203
2024-07,Forge,APAC,82000,2,1,27
2024-07,Forge,Americas,111000,3,1,37
2024-07,Forge,Europe,121000,2,1,40
2024-07,Pulse,APAC,31000,1,1,20
2024-07,Pulse,Americas,38000,1,1,20
2024-07,Pulse,Europe,92000,1,1,31
2024-07,Vault,APAC,198000,5,1,66
2024-07,Vault,Americas,274000,7,2,91
2024-07,Vault,Europe,502000,9,4,167
2024-08,Atlas,APAC,133000,3,1,44
2024-08,Atlas,Americas,324000,9,3,108
2024-08,Atlas,Europe,246000,7,2,82
2024-08,Beacon,APAC,106000,2,1,35
2024-08,Beacon,Americas,141000,3,1,47
2024-08,Beacon,Europe,192000,4,3,64
2024-08,Edge,APAC,329000,7,3,110
2024-08,Edge,Americas,633000,15,7,211
2024-08,Edge,Europe,643000,11,4,214
2024-08,Forge,APAC,78000,2,1,26
2024-08,Forge,Americas,113000,2,1,38
2024-08,Forge,Europe,136000,3,1,45
2024-08,Pulse,APAC,29000,1,1,20
2024-08,Pulse,Americas,39000,1,1,20
2024-08,Pulse,Europe,84000,1,1,28
2024-08,Vault,APAC,181000,5,1,60
2024-08,Vault,Americas,269000,7,2,90
2024-08,Vault,Europe,494000,12,3,165
2024-09,Atlas,APAC,172000,4,2,57
2024-09,Atlas,Americas,381000,7,3,127
2024-09,Atlas,Europe,269000,8,3,90
2024-09,Beacon,APAC,121000,2,2,40
2024-09,Beacon,Americas,154000,2,3,51
2024-09,Beacon,Europe,211000,4,3,70
2024-09,Edge,APAC,367000,8,2,122
2024-09,Edge,Americas,709000,15,5,236
2024-09,Edge,Europe,664000,14,6,221
2024-09,Forge,APAC,95000,2,1,32
2024-09,Forge,Americas,125000,2,1,42
2024-09,Forge,Europe,150000,3,1,50
2024-09,Pulse,APAC,35000,1,1,20
2024-09,Pulse,Americas,46000,1,1,20
2024-09,Pulse,Europe,97000,2,1,32
2024-09,Vault,APAC,206000,3,2,69
2024-09,Vault,Americas,330000,6,3,110
2024-09,Vault,Europe,557000,14,6,186
2024-10,Atlas,APAC,173000,4,2,58
2024-10,Atlas,Americas,402000,10,4,134
2024-10,Atlas,Europe,282000,6,2,94
2024-10,Beacon,APAC,132000,3,2,44
2024-10,Beacon,Americas,164000,3,2,55
2024-10,Beacon,Europe,222000,6,2,74
2024-10,Edge,APAC,333000,6,3,111
2024-10,Edge,Americas,759000,16,7,253
2024-10,Edge,Europe,698000,18,7,233
2024-10,Forge,APAC,94000,1,1,31
2024-10,Forge,Americas,122000,3,1,41
2024-10,Forge,Europe,137000,2,1,46
2024-10,Pulse,APAC,38000,2,1,20
2024-10,Pulse,Americas,48000,1,1,20
2024-10,Pulse,Europe,99000,2,2,33
2024-10,Vault,APAC,223000,4,2,74
2024-10,Vault,Americas,316000,7,3,105
2024-10,Vault,Europe,572000,11,4,191
2024-11,Atlas,APAC,157000,2,1,52
2024-11,Atlas,Americas,357000,8,3,119
2024-11,Atlas,Europe,293000,6,2,98
2024-11,Beacon,APAC,136000,2,2,45
2024-11,Beacon,Americas,167000,4,3,56
2024-11,Beacon,Europe,218000,5,4,73
2024-11,Edge,APAC,325000,7,3,108
2024-11,Edge,Americas,727000,21,5,242
2024-11,Edge,Europe,663000,18,6,221
2024-11,Forge,APAC,90000,2,1,30
2024-11,Forge,Americas,135000,4,1,45
2024-11,Forge,Europe,145000,4,1,48
2024-11,Pulse,APAC,37000,1,1,20
2024-11,Pulse,Americas,43000,1,1,20
2024-11,Pulse,Europe,106000,2,2,35
2024-11,Vault,APAC,214000,3,2,71
2024-11,Vault,Americas,324000,8,3,108
2024-11,Vault,Europe,501000,10,4,167
2024-12,Atlas,APAC,185000,4,2,62
2024-12,Atlas,Americas,367000,6,2,122
2024-12,Atlas,Europe,291000,5,2,97
2024-12,Beacon,APAC,128000,2,2,43
2024-12,Beacon,Americas,150000,2,2,50
2024-12,Beacon,Europe,253000,5,3,84
2024-12,Edge,APAC,358000,9,3,119
2024-12,Edge,Americas,754000,14,7,251
2024-12,Edge,Europe,764000,18,6,255
2024-12,Forge,APAC,94000,2,1,31
2024-12,Forge,Americas,137000,2,1,46
2024-12,Forge,Europe,157000,4,1,52
2024-12,Pulse,APAC,35000,1,1,20
2024-12,Pulse,Americas,50000,1,1,20
2024-12,Pulse,Europe,112000,2,2,37
2024-12,Vault,APAC,210000,4,2,70
2024-12,Vault,Americas,324000,7,3,108
2024-12,Vault,Europe,533000,14,5,178
